"Jacqueline D. Reses > Square Financial Services, Inc. > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors)",,
,,
1st Degree Table: 213 Connections,,
"Acharya, Shripati ",Ezetap Mobile Solutions Private Limited - Co-Founder and Director,"Ezetap Mobile Solutions Private Limited (Palihapitiya, Chamath )"
"Acheson, Darren Lorne","Impact Topco, Inc. - Executive Director","The Nature Conservancy (Ma, Yun )"
"Achtenberg, Roberta","HelloWallet, LLC - Advisor","Federal Home Loan Bank of San Francisco (Gardner, Steven R.), Federal Home Loan Bank of San Francisco (Matsubayashi, Dean )"
"Achtmeyer, William F.","EY-Parthenon - Co-Founder, Chairman of the Board, Managing Partner & Senior MD","The Cue Ball Group, LLC (Shaffer, David H.)"
"Ackerman Jr., Robert R.","AllegisCyber Capital - Founder, Managing Partner and Managing Director","InfoGear Technology Corporation (Yang, Chih-Yuan )"
"Ackerman, F. Duane","United Parcel Service of America, Inc. - Director","Wells Fargo Bank, N.A., Charlotte (Stumpf, John G.)"
"Ackerman, Paul R.",Wells Fargo & Company - Former Executive VP & Treasurer,"Federal Home Loan Bank of San Francisco (Gardner, Steven R.), Federal Home Loan Bank of San Francisco (Matsubayashi, Dean )"
"Ackerman, Philip C.",National Fuel Gas Company - Former Director,"American Gas Association (Glynn, William C.)"
"Ackerman, Robert W.","MultiLayer Coating Technologies, LLC - President","The Nature Conservancy (Ma, Yun )"
"Ackermann, Josef ",Bank of Cyprus Holdings Public Limited Company - Former Chairman of the Board,"EQT Partners AB (Ekholm, E. Börje), Investor AB (OM:INVE A) (Ekholm, E. Börje)"
"Ackman, Ronnie","Lincoln Center for the Performing Arts, Inc. - Director","Lincoln Center for the Performing Arts, Inc. (Herbert, James H.)"
"Adamczyk, Darius E.","Honeywell International Inc. - Chairman of the Board, CEO & President","Honeywell International Inc. (NYSE:HON) (Ayer, William S.)"
"Adame, David",Federal Home Loan Bank of San Francisco - Member of the Affordable Housing Advisory Council,"Federal Home Loan Bank of San Francisco (Gardner, Steven R.), Federal Home Loan Bank of San Francisco (Matsubayashi, Dean )"
"Adams Jr., Byron K.","Anthos Capital, L.P. - Special Advisor","Hall Capital Partners LLC (Hall, Katheryn Ann)"
"Adams Jr., Stewart C.",Farmers & Merchants Bancorp - Former Director,"Farmers & Merchants Bancorp (OTCPK:FMCB) (Steinwert, Kent A.), Farmers & Merchants Bank of Central California (Steinwert, Kent A.)"
"Adams, Austin A.","CommScope Holding Company, Inc. - Independent Director","BAI (Hartnack, Richard C.)"
"Adams, Cindy","NYC2012, Inc. - Director","NYC2012, Inc. (Shepherd, J. Michael)"
"Adams, Eula L.","Neuromonics, Inc. - Chief Executive Officer","NetBank Inc. (Adler Lundgren, Tamara L.)"
"Adams, Gregory Andrew","Kaiser Foundation Health Plan, Inc. - Chairman & CEO","Kaiser Foundation Health Plan of Washington (Johansen, Judith Ann), Kaiser Foundation Health Plan of Washington Options, Inc. (Johansen, Judith Ann), Kaiser Foundation Health Plan, Inc. (Johansen, Judith Ann)"
"Adams, Isaac ",Insurance Institute for Highway Safety - Former Director,"Insurance Institute for Highway Safety (McNaughton, Stanley William)"
"Adams, James E.","MainStreet Financial Corporation - Former Senior VP, Treasurer & CFO","Shawmut National Corporation (Shepherd, J. Michael)"
"Adams, Kenneth G.",Business Council of New York State Inc. - Former Chief Executive Officer and President,"NYC2012, Inc. (Shepherd, J. Michael)"
"Adams, Mark W.",Philips LumiLeds Lighting Company LLC - Chief Executive Officer,"Cadence Design Systems, Inc. (NasdaqGS:CDNS) (Scalise, George Martin)"
"Adams, Roger W.","The Home Depot, Inc. - Former Chief Marketing Officer and Senior Vice President","The Advertising Council, Inc. (Bain, Adam )"
"Adams, Steven M.","ebrary, Inc. - Member of Content Advisory Board","ebrary, Inc. (Sarnoff, Richard )"
"Adams, Susan",PSCU Incorporated - Former Secretary and Director,"PSCU Incorporated (Doss, David E.), PSCU Incorporated (Stuart, Robert A.)"
"Adams, Suzanne",Mills College - Trustee Emeritus,"Mills College (Hall, Katheryn Ann)"
"Adams, Timothy M.",ObsEva SA - Former Chief Financial Officer,"GeoTrust, Inc. (Chen, David Y.)"
"Adams, W. James",Coral Growth Investments Limited - Chairman,"Coral Growth Investments (Parallel) Limited (Blum, Richard Charles), Coral Growth Investments Limited (Blum, Richard Charles)"
"Adamski , Tom","LEVEL Studios, Inc. - Former Chief Executive Officer, President and Director","The Advertising Council, Inc. (Bain, Adam )"
"Adamson, Allen P.",Landor Associates International Ltd. - Chairman of the North America Region for Brand Development and Brand Management,"NYC2012, Inc. (Shepherd, J. Michael)"
"Addicks, Mark W.","The Advertising Council, Inc. - Director","The Advertising Council, Inc. (Bain, Adam )"
"Addis, Paul D.",Ridgeline Energy LLC - Director,"Castleton Commodities International LLC (Evans, J. Michael )"
"Addison, Linda L.",Norton Rose Fulbright LLP - Head of US Business Practice,"Catalyst Inc. (McGee, Liam E.)"
"Adelman, Julie M.","NuScale Power, LLC - Controller","Bank of Astoria (Dressel, Melanie J.)"
"Adelson, Mervyn L.",EastWest VentureGroup - Former Founding Partner and Chairman,"American Film Institute (Meyer, Barry M.), Warner Media, LLC (Meyer, Barry M.)"
"Adeosun CFA, Walé F.","Kuramo Capital Management, LLC - Founding Partner, Founder and Chief Investment Officer","Export-Import Bank of the United States (O'Neill, Michael E.)"
"Adeyemi, Ore ",FTV Capital - Member Of Strategic Advisory Board,"FTV Capital (O'Neill, Michael E.), FTV Capital (Shepherd, J. Michael)"
"Adhikari, Arun Kumar",Unilever Japan KK - Chairman,"Viacom 18 Media Private Limited (Davis, Wade Cullen)"
"Adik, Stephen P.",NorthWestern Corporation - Independent Non-Executive Chairman,"Beacon Power, LLC (Deutch, Philip Joseph)"
"Adjoubel, Eric ",AIRCOM International Limited - Board Member,"Apax Partners LLP (Fitzsimons, Paul )"
"Adkin, Gregg E.",Dell Technologies Capital - Vice President and Managing Director,"Nantero, Inc. (Scalise, George Martin)"
"Adkins, Derrick","NYC2012, Inc. - Director","NYC2012, Inc. (Shepherd, J. Michael)"
"Adkins, Rodney C.","Avnet, Inc. - Independent Chairman","Avnet, Inc. (NasdaqGS:AVT) (Vallee, Roy A.)"
"Adkison, Peter D.","Nuko Toys, Inc. - Advisor","Wizards of the Coast LLC (Leeds, Greg)"
"Adleman, Julie M.",Bank of Astoria - Former Chief Financial Officer and Vice President,"Bank of Astoria (Dressel, Melanie J.)"
"Adler, Barry",KQED Inc. - Member of Community Advisory Panel,"KQED Inc. (Seldon, Willa E.)"
"Adler, Edward I.",RLM Finsbury Limited - Partner,"NYC2012, Inc. (Shepherd, J. Michael)"
"Adler, Karena ",American Pacific State Bank - Former Director,"American Pacific State Bank (Gurney, Tamara G.)"
"Adler, Robert L.",Edison International - Former Executive VP & CGC,"Edison Mission Energy (Craver, Theodore F.)"
"Adley, Mark A.",ATMI Inc. - Former Lead Independent Director,"ATMI Inc. (Scalise, George Martin)"
"Adolfsen, André Holø",Lindorff Group AB - Former Acting Chief Financial Officer ,"Lindorff Group AB (Ekholm, E. Börje)"
"Adusumalli, Ravi Chandra","SAIF Partners - Managing Partner, Managing Director, General Partner and Head of India Operations","SAIF Partners (Son, Masayoshi )"
"Aebischer, Patrick ",Novartis Venture Funds - Chairman and Member of Advisory Board,"Nestlé Health Science S.A. (Martello, Wan Ling), Nestlé S.A. (SWX:NESN) (Martello, Wan Ling)"
"Afifi, Marianne","ebrary, Inc. - Member of Technology Advisory Board","ebrary, Inc. (Sarnoff, Richard )"
"Agarwal, Puneet","Bling Nation, Ltd. - Principal and Chief Operating Officer","Bling Nation, Ltd. (Palihapitiya, Chamath )"
"Agnelli, Roger ",Vale Canada Limited - Former Chairman and Chief Executive Officer of CVRD,"Duke Energy Corporation (NYSE:DUK) (Craver, Theodore F.)"
"Agnew, Creigh H.",Weyerhaeuser Company - Former Vice President of Government Affairs and Corporate Contributions,"Sterling Financial Corporation (Donegan, Robert C.), Sterling Savings Bank (Donegan, Robert C.)"
"Aguallo Jr., Robert ",Cardinal Americas - Managing Partner,"Golden Pacific Bank, N.A. (Hotchkiss, Malcolm F.), Los Angeles City Employees' Retirement System (Holoman, Eric Leon)"
"Aguiar, Carmen Julia",Plaza Bank - Former Chair of Board of Directors,"Federal Home Loan Bank of Seattle (Gore, Carol ), Federal Home Loan Bank of Seattle (Mooney, Michael Mark)"
"Aguilar, Jose Enrique Tolosa",Viacom 18 Media Private Limited - Member of Board of Directors,"Viacom 18 Media Private Limited (Davis, Wade Cullen)"
"Aguilar, Luis A.","Donnelley Financial Solutions, Inc. - Independent Director","U.S. Securities and Exchange Commission (Bochner, Steven E.)"
"Aguilar-Gaxiola, Sergio","California HealthCare Foundation, Inc. - Director","California HealthCare Foundation, Inc. (Hernández, Sandra R.)"
"Aguirre Pemán, Claudio ","Altamar Capital Partners, S.L. - Founding Partner, President ,Co-CEO and Managing Partner","The Goldman Sachs Group, Inc. (NYSE:GS) (Evans, J. Michael )"
"Aguirre, DeAnne M.",Catalyst Inc. - Former Member of Board of Advisors,"Catalyst Inc. (McGee, Liam E.)"
"Aguirre, Fernando G.",Chiquita Brands International Inc. - Consultant,"Levi Strauss & Co. (Rogers, T. Gary)"
"Ahern, Anthony J.",J. F. Ahern Co. - Executive Vice President of Fabrication & Operations,"Electric Power Research Institute, Inc. (Craver, Theodore F.)"
"Ahitov, Arik Aleks","First Pacific Advisors, LLC - Partner, Portfolio Manager & Analyst","Coinstar Asset Holdings, LLC (Sznewajs, Robert D.)"
"Ahlbrandt, Roger S.",Albina Community Bancorp - Former Director and Director of Albina Community Bank,"Albina Community Bancorp (OTCPK:ACBC.Q) (Skaff, Daniel Lawrence)"
"Ahlemeyer, Louis K.",Carrollton Bancshares Corp. - Former Chairman of the Board,"Federal Home Loan Bank of Des Moines (Stuart, Robert A.)"
"Ahlers, Linda L.",Target Corporation - Former President of Restaurant for Marshall Field's,"U.S. Bancorp (NYSE:USB) (Hartnack, Richard C.), U.S. Bancorp, Prior to being Acquired by Firstar Bancorp. (Sznewajs, Robert D.)"
"Ahlström, Krister ",Nordea Securities AB - Chairman of the Board of Directors,"EQT Partners AB (Ekholm, E. Börje)"
"Ahmad, Zubaid ",Standard Chartered Bank New York Branch - Former Vice Chairman and Head of Corporate Finance,"Citigroup Inc. (NYSE:C) (O'Neill, Michael E.)"
"Ahmad-Taylor, Tyrone ","GoPro, Inc. - Independent Director","GoPro, Inc. (NasdaqGS:GPRO) (Bates, Anthony John)"
"Aichele Esq., Stpehen S.","Main Line Health, Inc. - Chairman","Main Line Health, Inc. (Turner, Rosemary L.)"
"Aichele, William S.",Univest Financial Corporation - Independent Chairman of the Board,"Federal Reserve Bank of Philadelphia, Inc. (Turner, Rosemary L.)"
"Aichinger, Susanne ",Kabel Deutschland Holding AG - Former Employee Representative Member of Supervisory Board,"Vodafone Kabel Deutschland GmbH (Fitzsimons, Paul )"
"Aihara, Hironori ",Mitsubishi Corporation - Former Senior EVP & Director,"SoftBank Corp. (TSE:9434) (Ma, Yun ), SoftBank Corp. (TSE:9434) (Son, Masayoshi ), SoftBank Group Corp. (TSE:9984) (Ma, Yun ), SoftBank Group Corp. (TSE:9984) (Son, Masayoshi )"
"Ainslie, Charles J.",Golf Savings Bank - Former Director,"Golf Savings Bank (Donegan, Robert C.)"
"Ainsworth, Kent P.","Datron Systems, Inc. - Director","URS Corporation (Blum, Richard Charles), URS Corporation (Knauss, Donald R.)"
"Aitken, Kate A.",Goldman Sachs Financial Markets Pty. Ltd. - Director,"Goldman Sachs Australia Pty Ltd (Evans, J. Michael )"
"Aitken, Pippa ","CBRE Group, Inc. - Former Executive Director","CBRE Group, Inc. (NYSE:CBRE) (Blum, Richard Charles)"
"Akerson, Daniel Francis",KLDiscovery Inc. - Former Chairman,"Warner Media, LLC (Meyer, Barry M.)"
"Akiba Esq., Lorraine H.",Hawaii Medical Service Association - Director,"Hawaii Medical Service Association (Ho, Peter S.)"
"Akimoto Ph.D., Hiroshi","Intellectual Property Strategy Network, Inc. - Chief Executive Officer and President","Takeda Pharmaceutical Company Limited (TSE:4502) (Clark, Ian T.)"
"Akins, Nicholas K.","American Electric Power Company, Inc. - Chairman, President & CEO","Electric Power Research Institute, Inc. (Craver, Theodore F.)"
"Alarcón Jr., Raúl ","Spanish Broadcasting System, Inc. - Chairman, President & CEO","NYC2012, Inc. (Shepherd, J. Michael)"
"Alatzas, Triffon G.",Tribune Publishing Company - Editor-In-Chief & Publisher of The Baltimore Sun,"Tribune Publishing Company (NasdaqGM:TPCO) (Levinsohn, Ross B.)"
"Al-Baghdadi, Mohamad","ebrary, Inc. - Vice President of Business Development","ebrary, Inc. (Sarnoff, Richard )"
"Albarella, Joel ","New York Life Ventures - Founder, Senior Vice President & Head","FTV Capital (O'Neill, Michael E.), FTV Capital (Shepherd, J. Michael)"
"Albaugh, James F.","The Blackstone Group, Private Equity Group","Aerospace Industries Association (Berenato, Joseph C.), American Airlines Group Inc. (NasdaqGS:AAL) (Beer, James A.)"
"Albert, Nils ",b-business partners - Former Managing Director,"b-business partners (Ekholm, E. Börje)"
"Albert, Shannon ","Washoe Barton Medical Clinic, A Nevada Nonprofit Corporation - Director of Development and Outreach","City National Bank (Goldsmith, Russell D.), City National Bank (Meyer, Barry M.), City National Bank (Thomas, Peter M.)"
"Albertson, Karl","Lehigh Technologies, Inc. - Member of Technical Advisory Board","Lehigh Technologies, Inc. (Deutch, Philip Joseph)"
"Albertson, Marty P.","Guitar Center, Inc. - Director","National Retail Federation Inc. (Francis, Philip L.)"
"Albertsson, Malin ",Biotage AB - Former Employee Representative Director,"Biotage AB (OM:BIOT) (Ekholm, E. Börje)"
"Albin, David R.","NGP Energy Capital Management, LLC - Former Co-Founder & Advisory Partner","NGP Energy Technology Partners (Deutch, Philip Joseph)"
"Albo, Joe A.",Arizona Power Authority - Member of the Board of Commission,"Arizona Power Authority (Brophy, Stephen M.)"
"Albrecht, Christopher P.",HBO Entertainment - Chief Executive Officer and Chairman,"American Film Institute (Meyer, Barry M.), Starz (Wong, Andrea L.), Warner Media, LLC (Meyer, Barry M.)"
"Albrecht, Hans Holger",Deezer S.A. - Chairman of the Board & Global CEO,"Central European Media Enterprises Ltd. (NasdaqGS:CETV) (Stahl, Christian )"
"Albright, Douglas",Overlake Hospital Medical Center - Former Trustee,"Overlake Hospital Medical Center (Cleveland, Tom)"
"Alcolea Cantos, José Miguel",Scottish Power Limited - Former Non-Executive Non-Independent Director,"Scottish Power Limited (Johansen, Judith Ann)"
"Alderman, John ",Slate Magazine - Former General Manager of Group and Publisher,"Interactive Advertising Bureau, Inc. (Bain, Adam ), Interactive Advertising Bureau, Inc. (Steinberg, Jonathan)"
"Alderman, Nancy","Environmental Defense Fund, Inc. - Advisory Trustee","Environmental Defense Fund, Inc. (Shorenstein, Douglas W.)"
"Alderson, Richard ","Major League Baseball Enterprises, Inc. - Executive Vice President of Baseball Operations","Padres L.P. (Jones, William D.)"
"Aleem, Juveria",KQED Inc. - Former Member of Community Advisory Panel,"KQED Inc. (Seldon, Willa E.)"
"Alejo Sr., John","Liborio Market, Inc. - Senior Vice President and General Counsel","Americas United Bank (Boeka, Adriana M.)"
"Alemany, Ellen R.",CIT Group Inc. - Chairwoman & CEO,"Bank Policy Institute (Goldsmith, Russell D.), Bank Policy Institute (McGee, Liam E.), Bank Policy Institute (Shepherd, J. Michael), Bank Policy Institute (Stumpf, John G.)"
"Alessi CPA, Keith E.",CORT Business Services Corporation - Director,"MWI Veterinary Supply, Inc. (Thompson, Mary Patricia B.)"
"Alexander CBE, Helen ",UBM plc - Former Chairman,"Thomson Reuters Corporation (TSX:TRI) (Shaffer, David H.)"
"Alexander Esq., David L.",Port Of Oakland - Former Chief Legal Officer,"Beneficial State Bank (Skaff, Daniel Lawrence)"
"Alexander, Allen ",City National Bank - Member of Northern Nevada Advisory Board,"City National Bank (Goldsmith, Russell D.), City National Bank (Meyer, Barry M.), City National Bank (Thomas, Peter M.)"
