"Michael  Ovitz > Creative Artists Agency, LLC > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors)",,
,,
1st Degree Table: 138 Connections,,
"Agger, David",ADC Technologies LLC - Director,"ADC Technologies LLC (Heiliger, Jonathan G.)"
"Agley, Randolph J.",Karmanos Cancer Institute - Vice Chairman,"Business Leaders for Michigan (Penske, Roger S.)"
"Agnelli, Andrea ",Juventus Football Club S.p.A. - Chairman of the Board,"Exor N.V. (BIT:EXO) (Volpi, Michelangelo A. )"
"Agnew, Edward C.",Leslie's Poolmart Inc. - Director,"Leslie's Poolmart Inc. (Danhakl, John G.)"
"Agnihotry, Sumit",Acer Incorporated - Former President of Pan America Ops and Product Mktg Vice President of Pan America Ops,"Gateway, Inc. (Sherwood, Roderick M.)"
"Agrawal, Abhishek","Vulcan Capital - MD, Head of Growth Equity & Late Stage and Director","Zuora, Inc. (NYSE:ZUO) (Volpi, Michelangelo A. )"
"Agrawal, Rajesh K.",The Western Union Company - Chief Financial Officer,"The Western Union Company (NYSE:WU) (Levinson, Linda Fayne)"
"Aguilar, Jeremy J.","The Sports Authority, Inc. - Former CFO & Executive VP","The Sports Authority, Inc. (Sokoloff, Jonathan D.)"
"Aguirre, Fernando G.",Chiquita Brands International Inc. - Consultant,"Univision Communications Inc. (Bonderman, David )"
"Agwunobi, John O.",Herbalife Nutrition Ltd. - Chairman & CEO,"Magellan Health, Inc. (NasdaqGS:MGLN) (Bonderman, David ), Magellan Health, Inc. (NasdaqGS:MGLN) (Coslet, Jonathan J.)"
"Aha, Christof",freenet AG - Former Member of Supervisory Board,"freenet AG (DB:FNTN) (Bonderman, David )"
"Ahamad Ph.D., Mustaque ","Pindrop Security, Inc. - Co-Founder & Chief Scientist","Pindrop Security, Inc. (Andreessen, Marc Lowell)"
"Ahluwalia, Virender K.",Singularity Education Group - Former Executive Vice President of Finance,"Shutterfly, Inc. (NasdaqGS:SFLY) (Swette, Brian Thomas)"
"Ahmad, Omar","TrustedID, Inc. - Co-Founder","TrustedID, Inc. (Stavropoulos, Andreas )"
"Ahmed CPA, Sonita","Good Technology, Inc. - Former Chief Financial Officer","Good Technology, Inc. (Campbell, William V.)"
"Ahmed, Eddie ",Massachusetts Mutual Life Insurance Company - Former Chairman & CEO of Massmutual International LLC,"Massachusetts Mutual Life Insurance Company (O'Connell, Robert J.)"
"Ahn, Hongchul",Russian Direct Investment Fund - Director,"Russian Direct Investment Fund (Bonderman, David )"
"Ahuja, Sanjiv ",Apollo Towers Myanmar Ltd. - Founder and Chairman,"Williams-Sonoma, Inc. (NYSE:WSM) (Casati, Mary Ann), Williams-Sonoma, Inc. (NYSE:WSM) (Reisman, Heather M.)"
"Ahuja, Sundeep","Blissmo, Inc. - Founder and Chief Executive Officer","RichRelevance, Inc. (Stavropoulos, Andreas )"
"Aiello Jr., Larry ",International Speedway Corporation - Former Independent Director,"International Speedway Corporation (NasdaqGS:ISCA) (Penske, Roger S.)"
"Ajami, Fouad","Council on Foreign Relations, Inc. - Former Director","Council on Foreign Relations, Inc. (Powell, Colin L.)"
"Ajamian, Daniel A.",Sound Harbor Partners - Former Senior Advisor,"Tower International, Inc. (NYSE:TOWR) (Chabraja, Nicholas D.)"
"Ajouz, Michael B.","Connextions, Inc. - Member of the Board of Directors","Connextions, Inc. (Klinsky, Steven Bruce), Deltek, Inc. (Klinsky, Steven Bruce), Inmar Holdings Inc. (Klinsky, Steven Bruce), Oakleaf Waste Management, LLC (Klinsky, Steven Bruce), OptumRx PBM Of Illinois, Inc. (Klinsky, Steven Bruce)"
"Akamine, Shinya ","Core Ventures Group, LLC - Founder and Former General Partner","Cardinal Venture Capital (Campbell, William V.)"
"Akazhanov, Timur ",The Blackstone Group Inc. - Former Associate,"Biomet, Inc. (Coslet, Jonathan J.), LVB Acquisition, Inc. (Coslet, Jonathan J.)"
"Akbari, Homaira ","SkyBitz, Inc. - Director","Gemalto N.V. (ENXTAM:GTO) (Bonderman, David )"
"Aker, Brian ","Schooner Information Technology, Inc. - Member of Advisory Board","Splunk Inc. (NasdaqGS:SPLK) (Conte, David F.)"
"Akers, John F.",International Business Machines Corporation - Former Chief Executive Officer,"PepsiCo, Inc. (NasdaqGS:PEP) (Boyce, Richard W.)"
"Akerson, Daniel Francis",KLDiscovery Inc. - Former Chairman,"American Express Company (NYSE:AXP) (Squeri, Stephen Joseph), General Instrument Corporation (De Rothschild, Lynn Forester), General Instrument Corporation (Forester, Lynn), General Instrument Corporation (Klinsky, Steven Bruce), General Motors Company (NYSE:GM) (Bonderman, David ) and 5 Other Connections"
"Akinshin, Alexey I.",Exportles JSC - Financial Director,"VTB Bank (public joint-stock company) (LSE:VTBR) (Bonderman, David )"
"Akitt, John","C-3 Int'l, LLC. - Member of Board of Managers","Cytec Industries Inc. (Davis, Chris A.)"
"Akkermans, Michel ",Volta Ventures - Chairman Shareholder Advisory Board and Venture Partner,"Gemplus International SA (Bonderman, David )"
"Akradi, Bahram ","Life Time, Inc. - Founder, Chairman, CEO & President","LTF Holdings, Inc. (Coslet, Jonathan J.), LTF Holdings, Inc. (Danhakl, John G.)"
"Al Gurg, Fahad",Arzaq Holding - Chief Executive Officer,"Motors Liquidation Company (Bonderman, David )"
"Al Mubarak, Khaldoon Khalifa","Mamoura Diversified Global Holding PJSC - Group CEO, MD & Director","Russian Direct Investment Fund (Bonderman, David )"
"Al-Abdullah, Rania ",International Rescue Committee - Director,"International Rescue Committee (Forstmann, Theodore J.), International Rescue Committee (Kissinger, Henry Alfred), International Rescue Committee (Weston, Josh S.)"
"Alapont, José Maria",Navistar International Corporation - Independent Director,"Business Leaders for Michigan (Penske, Roger S.)"
"Alatzas, Triffon G.",Tribune Publishing Company - Editor-In-Chief & Publisher of The Baltimore Sun,"Tribune Publishing Company (NasdaqGM:TPCO) (Levinsohn, Ross B.)"
"Albaugh, James F.","The Blackstone Group, Private Equity Group","Aerospace Industries Association (Chabraja, Nicholas D.)"
"Alber, Laura J.","Williams-Sonoma, Inc. - President, CEO & Director","Williams-Sonoma, Inc. (NYSE:WSM) (Casati, Mary Ann), Williams-Sonoma, Inc. (NYSE:WSM) (Reisman, Heather M.)"
"Albers, Franz ",Credit Suisse Group AG - Former Member of the Advisory Board,"Credit Suisse Group AG (SWX:CSGN) (Bell, Thomas D.)"
"Albert, M. Mark",AIRVISION LLC - Executive Officer of AV Advisory LLC,"Arden Group, Inc. (Danhakl, John G.), Arden Group, Inc. (Wheeler, Carrie A.)"
"Alberthal Jr., Lester M.",Baker Hughes Holdings LLC - Former Director,"Baker Hughes, a GE company, LLC (Brenneman, Gregory Dean)"
"Albrecht, Christopher P.",HBO Entertainment - Chief Executive Officer and Chairman,"American Film Institute (Nicita, Rick), Warner Media, LLC (Powell, Colin L.)"
"Albright, Madeleine K.",Albright Stonebridge Group LLC - Chair,"Council on Foreign Relations, Inc. (Powell, Colin L.)"
"Albritton, Robert H.","Acosta, Inc. - Former President","Acosta, Inc. (Horbach, Sandra J.)"
"Albus, Robert E.",Goodrich Capital LLC - President and Chief Executive Officer,"Merisant Company, Inc. (House, David C.), Merisant Worldwide Inc. (House, David C.)"
"Alda, Alan",The Paley Center for Media - Trustee Emeritus,"The Paley Center for Media (Kissinger, Henry Alfred)"
"Alden, John W.",Silgan Holdings Inc. - Former Independent Director,"Browning-Ferris Industries, Inc. (Brenneman, Gregory Dean)"
"Alderman, Donna P.","DBSD North America, Inc. - Director","Pendrell Corporation (OTCPK:PCOA) (Sloan, Stuart M.)"
"Alderman, Eric","Qumu, Inc. - Co-Founder and Vice President of Operations & Customer Service","Qumu, Inc. (Stevens, Timothy J.)"
"Aldinger III, William F.","Mortgage Investments, Llc - Director of Managing Member","CapGen Capital Advisers, LLC (Frey, Dale F.), The Charles Schwab Corporation (NYSE:SCHW) (Shultz, George Pratt)"
"Aldworth, Alan W.","Voyager Expanded Learning, Inc. - Chairman, Chief Executive Officer and Chairman of ProQuest Company","Voyager Learning Company (Bonderman, David )"
"Alemany, Ellen R.",CIT Group Inc. - Chairwoman & CEO,"Automatic Data Processing, Inc. (NasdaqGS:ADP) (Brenneman, Gregory Dean), Automatic Data Processing, Inc. (NasdaqGS:ADP) (Weston, Josh S.)"
"Alesio, Steven W.","Vector-Solutions.com, Inc. - Director","American Express Company (NYSE:AXP) (Squeri, Stephen Joseph), CDW Corporation (NasdaqGS:CDW) (Peinado, George A.), CDW Corporation (NasdaqGS:CDW) (Selati, Robin Paul), CDW Holdings, LLC (Peinado, George A.), CDW Holdings, LLC (Selati, Robin Paul) and 4 Other Connections"
"Alexander CBE, Helen ",UBM plc - Former Chairman,"The Economist Group Limited (De Rothschild, Lynn Forester)"
"Alexander Jr., Clifford Leopold","Nielsen Media Research, Inc. - Director","IMS Health Holdings, Inc. (Danhakl, John G.)"
"Alexander, Barbara T.",QUALCOMM Incorporated - Former Independent Director,"Caesars Entertainment Corporation (NasdaqGS:CZR) (Bonderman, David ), Caesars Entertainment Corporation (NasdaqGS:CZR) (Coslet, Jonathan J.)"
"Alexander, Buford C.",Gemalto N.V. - Former Non-Executive Independent Director,"Gemalto N.V. (ENXTAM:GTO) (Bonderman, David )"
"Alexander, Keith B.","IronNet Cybersecurity Inc. - Founder, Co-CEO & Chairman of the Board","CSRA Inc. (Aiken, Jason W.)"
"Alexander, Richard ","Cerberus Capital Management, L.P. - MD & CTO","BAWAG P.S.K. (Leat, Chad A.)"
"Alexander, Robert J.","Lincoln Center for the Performing Arts, Inc. - Director","Lincoln Center for the Performing Arts, Inc. (Lourd, Bryan )"
"Alexander, Thomas Simon",Ebiquity plc - Independent Non-Executive Director,"Ebiquity plc (AIM:EBQ) (Greenlees, Michael Edward)"
"Alexandrovich Dmitriev, Vladimir ","Limited Liability Company ""Deutsche Bank"" - Head of Development","Russian Direct Investment Fund (Bonderman, David ), VTB Bank (public joint-stock company) (LSE:VTBR) (Bonderman, David )"
"Alexandrovich, Nekhvyadovich Sergey",CJSC VTB Bank (Belarus) - Former Director,"CJSC VTB Bank (Belarus) (Bonderman, David )"
"Alexos, Nicholas William","Madison Dearborn Partners, LLC - Former Managing Director","AdvancePierre Foods, Inc. (Peinado, George A.), AdvancePierre Foods, Inc. (Selati, Robin Paul), Madison Dearborn Partners, LLC (Selati, Robin Paul)"
"Alexy, Kimberly E.","Alteryx, Inc. - Independent Director","Dot Hill Systems Corp. (Sherwood, Roderick M.)"
"Alford, Bradley A.",Avery Dennison Corporation - Independent Director,"Unified Grocers, Inc. (Besanko, Bruce H.)"
"Alfroid, Philippe ",Gemalto N.V. - Non-Executive Independent Director,"Gemalto N.V. (ENXTAM:GTO) (Bonderman, David )"
"Algar, Richard ",Credit Suisse Group AG - Former Head of UK Regional Team for Credit Suisse's Private Banking Division,"Credit Suisse Group AG (SWX:CSGN) (Bell, Thomas D.)"
"Alger III, Frederick Moulton","Fred Alger & Company, LLC - Founder, Chairman and Chief Market Strategist","Rite Aid Corporation (NYSE:RAD) (Danhakl, John G.), Rite Aid Corporation (NYSE:RAD) (Sloan, Stuart M.), Rite Aid Corporation (NYSE:RAD) (Sokoloff, Jonathan D.)"
"Ali, Suleman ","TinyCo, Inc. - Former Co-Founder & Director","TinyCo, Inc. (Andreessen, Marc Lowell)"
"Ali, Syed Babar",IGI Holdings Limited - Non-Executive Chairman of the Board,"Council on Foreign Relations, Inc. (Powell, Colin L.)"
"Alivisatos, Paul ","Trident Capital, Inc. - Former Member of CleanTech Scientific Advisory Board","Trident Capital, Inc. (Simoudis, Evangelos)"
"Alix, Jay ","AlixPartners, LLP - Founder","Business Leaders for Michigan (Penske, Roger S.)"
"Allaire, Paul Arthur",Xerox Holdings Corporation - Former Chairman and Chief Executive Officer,"Booking Holdings Inc. (NasdaqGS:BKNG) (Rydin, Craig W.)"
"Allan, Scott",SecureKey Technologies Inc. - Senior Vice President of Operations,"SecureKey Technologies Inc. (House, David C.)"
"Alldredge, William T.",The WearEver Company - Former Chief Executive Officer and President,"Newell Brands Inc. (NasdaqGS:NWL) (Polk, Michael B.)"
"Allegra, Joseph A.",Edison Partners L.P. - General Partner & Director,"Princeton Softech, Inc. (Simoudis, Evangelos)"
"Allegra, Manlio","Polaris Wireless, Inc. - Co-Founder, Chairman, Chief Executive Officer, and President","Polaris Wireless, Inc. (Stavropoulos, Andreas )"
"Allen CPA, Mark C.","Denbury Resources Inc. - Executive VP, CFO, Treasurer & Assistant Secretary","Denbury Resources Inc. (NYSE:DNR) (Bonderman, David ), Denbury Resources Inc. (NYSE:DNR) (Wheeler, Carrie A.)"
"Allen DDS, J. David","Emory Healthcare, Inc. - Director","Emory Healthcare, Inc. (Bell, Thomas D.)"
"Allen II, Paul G.",Vulcan Capital - Former Founder and Chairman,"IAC/InterActiveCorp (NasdaqGS:IAC) (Lourd, Bryan )"
"Allen III, Herbert Anthony",Allen & Company Incorporated - President and Chief Executive Officer,"Business Executives for National Security, Inc. (Weston, Josh S.)"
"Allen, Andrea S.",Beaufort Memorial Hospital - Trustee,"Beaufort Memorial Hospital (House, David C.)"
"Allen, Barry K.",Allen Enterprises LLC - President,"CDW Corporation (NasdaqGS:CDW) (Peinado, George A.), CDW Corporation (NasdaqGS:CDW) (Selati, Robin Paul), CDW Holdings, LLC (Peinado, George A.), CDW Holdings, LLC (Selati, Robin Paul), CDW LLC (Peinado, George A.) and 1 Other Connection"
"Allen, Benjamin F.","WorldAware, Inc. - Chief Executive Officer","H5, Inc. (Stavropoulos, Andreas )"
"Allen, Christopher","Napster, LLC - Chief Operating Officer","Napster Inc. (Levinsohn, Ross B.)"
"Allen, Debbie",American Film Institute - Trustee,"American Film Institute (Nicita, Rick)"
"Allen, Herbert A.",The Coca-Cola Company - Director,"Christie's Inc. (De Rothschild, Lynn Forester), Christie's International SA (De Rothschild, Lynn Forester)"
"Allen, James","Bain & Company, Inc. - Managing Director","eVolution Global Partners, L.L.C. (Bonderman, David ), eVolution Global Partners, L.L.C. (Coulter, James George)"
"Allen, Nicholas Charles ",Link Real Estate Investment Trust - Independent Chairman of the Board of Link Asset Management Limited,"Lenovo Group Limited (SEHK:992) (Coulter, James George)"
"Allen, Patrick E.","Collins Aerospace - Former CFO, VP, Director & Treasurer","Collins Aerospace (Davis, Chris A.), DataPath, Inc. (Davis, Chris A.)"
"Allen, Quincy L.","Gateway, Inc. - Director","Gateway, Inc. (Sherwood, Roderick M.), NCR Corporation (NYSE:NCR) (Levinson, Linda Fayne)"
"Allen, Richard Eugene","Insight Enterprises, Inc. - Independent Director","JDA Software Group, Inc. (Klinsky, Steven Bruce), RedPrairie Holding, Inc. (Klinsky, Steven Bruce)"
"Allen, Robert E.",WhisperWire Inc. - Former Chairman,"PepsiCo, Inc. (NasdaqGS:PEP) (Boyce, Richard W.)"
"Allen, Sharon L.","YMCA of Pennsylvania, Inc. - Chairwoman","Bank of America Corporation (NYSE:BAC) (Anderson, Robert E.)"
"Allenby, Greg M.","DemandTec, Inc. - Member of Science Advisory Board","DemandTec, Inc. (Levinson, Linda Fayne)"
"Allender, Patrick W.",Launchchange Limited - Chief Executive Officer,"Diebold Nixdorf, Incorporated (NYSE:DBD) (Besanko, Bruce H.)"
"Alling, James  C.","MOD Super Fast Pizza, LLC - Advisor & Director","MOD Pizza LLC (Brotman, Adam B.), MOD Super Fast Pizza, LLC (Brotman, Adam B.)"
"Allison CPA, Kelly","The Sienna Group, LLC - Chief Financial Officer","MOD Pizza LLC (Brotman, Adam B.)"
"Allison IV, John A.",CATO Institute - Director,"CATO Institute (Forstmann, Theodore J.)"
"Allison Jr., Herbert Monroe","Teachers Insurance and Annuity Association of America - College Retirement Equities Fund - Former Chief Executive Officer, President and Chairman","Warner Media, LLC (Powell, Colin L.)"
"Allison Jr., Robert J.",Anadarko Petroleum Corporation - Chairman Emeritus,"Freeport-McMoRan Inc. (NYSE:FCX) (Kissinger, Henry Alfred)"
"Allison, James P.",BioNTech US Inc. - Founder,"Kite Pharma, Inc. (Bonderman, David )"
"Allran, Robert R.",Detroit Diesel Corporation - Executive Vice President of Engineering and Operations,"Detroit Diesel Corporation (Penske, Roger S.)"
"Almog, Yuval","Coral Group - Founder, Chairman, Chief Executive Officer, and Managing Director","SugarSync, Inc. (Stavropoulos, Andreas )"
"Almond, Bradley C.","Voyager Expanded Learning, Inc. - Chief Financial Officer, Vice President and Chief Financial Officer of Cambium Learning Group Inc","Voyager Learning Company (Bonderman, David )"
"Al-Mubarak, Fahad Abdullah",Amwal Al Khaleej - Founding Partner and Board Member,"Morgan Stanley (NYSE:MS) (Davis, Chris A.)"
"Al-Olayan, Lubna Suliman",Olayan Financing Company W.L.L. - Chief Executive Officer,"Council on Foreign Relations, Inc. (Powell, Colin L.)"
"Alper, Max V.",Public Pension Capital Management - Head of Industrial Services Group,"Del Monte Corporation prior to merger with Del Monte Foods Company (Boyce, Richard W.)"
"Alpern, David A.",Varsity Healthcare Partners - Partner and Co-Founder,"Aurora Capital Partners (Anderson, Robert E.), NuCO2 Florida Inc. (Frey, Dale F.)"
"Alpert, Laurent ",Cleary Gottlieb Steen & Hamilton LLP,"International Rescue Committee (Forstmann, Theodore J.), International Rescue Committee (Kissinger, Henry Alfred), International Rescue Committee (Weston, Josh S.)"
"Al-Sa'ad, Bader Mohammad",Kuwait Investment Authority - Member of the Board of Directors,"Russian Direct Investment Fund (Bonderman, David )"
"Al-Saleh, Adel ",NGA Human Resources - Executive Director,"IQVIA, Inc. (Danhakl, John G.)"
"Al-Sayed, Ahmad Mohammed",Harrods Aviation Limited - Executive Chairman,"Russian Direct Investment Fund (Bonderman, David )"
"Alsfine, Joel ","MSD Capital, L.P. - Partner & Head of the Tactical Investments Group","Asbury Automotive Group, Inc. (NYSE:ABG) (Ryan-Berman, Bridget M.)"
"Alsikafi, Zaid Fadhil","Madison Dearborn Partners, LLC - MD & Head of TMT Services","Univision Communications Inc. (Bonderman, David ), Univision Holdings, Inc. (Bonderman, David )"
"Alsop II, Stewart ",Picaboo Corporation - Advisor and Director,"iLike, Inc. (Davis, Fred ), Sportgenic, Inc. (Vannelli, Vince ), TiVo Solutions Inc. (Homer, Michael)"
"Alstrup, J. Andrea","The Advertising Council, Inc. - Chairman Emeritus","Association of National Advertisers Inc. (Bifulco, Frank P.)"
"Al-Thani, Jassem Bin Mohammed Bin Hamad",Ahli Bank Q.P.S.C. - Non-Executive Director,"Credit Suisse Group AG (SWX:CSGN) (Bell, Thomas D.)"
"Althen, Marc ","Penske Logistics, Inc. - President","Penske Logistics, Inc. (Penske, Roger S.)"
"Altinger, Phillip R.","Seagate Technology plc - Former Executive Director, Corporate Development with Seagate Technology","Seagate Technology plc (NasdaqGS:STX) (Bonderman, David ), Seagate Technology plc (NasdaqGS:STX) (Coulter, James George)"
