"Lisa  Gersh > Martha Stewart Living Omnimedia, Inc. > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors)",,
,,
1st Degree Table: 153 Connections,,
"Adams, Austin A.","CommScope Holding Company, Inc. - Independent Director","The Dun & Bradstreet Corporation (Peirez, Joshua L.), The Dun & Bradstreet Corporation (Seligman, Naomi O.)"
"Adams, Cindy","NYC2012, Inc. - Director","NYC2012, Inc. (Stewart, Martha )"
"Adams, Dale A.",DAS Holdings Inc. - Chairman & CEO,"Omnicom Group Inc. (NYSE:OMC) (Batkin, Alan R.)"
"Adams, Frank A.","Grotech Ventures - Founder, Managing General Partner & Executive Chairman","iBiquity Digital Corporation (Wilson, Frederick R.), WebOS (Pishevar, Shervin Kordary)"
"Adams, George","SA Recycling LLC - Chief Executive Officer, President and Director","SA Recycling LLC (Dienst, Daniel W.)"
"Adams, Jerauld C.",The Beacon Mutual Insurance Company - Former Director,"Rhode Island Commerce Corporation (Verrecchia, Alfred Joseph)"
"Adams, Jesse","TranZfinity, Inc. - Chairman and Chief Operating Officer","VeriFone Systems, Inc. (Millard, Wenda Harris)"
"Adams, Joel P.","Adams Capital Management, Inc. - General Partner & Founder","Sensys Medical, Inc. (Berman, Thomas D.)"
"Adams, John A.","Avalon Health Services, LLC - Chief Financial Officer","LiveRamp Holdings, Inc. (NYSE:RAMP) (Henderson, William J.), LiveRamp Holdings, Inc. (NYSE:RAMP) (Ubben, Jeffrey Williams)"
"Adams, Kenneth G.",Business Council of New York State Inc. - Former Chief Executive Officer and President,"NYC2012, Inc. (Stewart, Martha )"
"Adams, Mark W.",Philips LumiLeds Lighting Company LLC - Chief Executive Officer,"Seagate Technology plc (NasdaqGS:STX) (Biondi, Frank J.)"
"Adams, Mike",SA Recycling LLC - Executive Vice President and Director,"SA Recycling LLC (Dienst, Daniel W.)"
"Adams, Nikki","Pacific Edge Software, Inc. - Former Chief Financial Officer and Vice President of Finance","Pacific Edge Software, Inc. (Fuller, Dale L.)"
"Adams, Peter","Company.com, LLC - Executive Vice President of Product and Director","Company.com, LLC (Pishevar, Shervin Kordary)"
"Adams, Robert V.",Xerox Holdings Corporation - Former Executive Vice President,"Tekelec, Inc. (Elliott, Jerry V.)"
"Adams, Roger W.","The Home Depot, Inc. - Former Chief Marketing Officer and Senior Vice President","The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Adams, Terry",SA Recycling LLC - Executive Vice President and Director,"SA Recycling LLC (Dienst, Daniel W.)"
"Adams, Timothy M.","Macy's, Inc. - Former Chief for International Business Development","Macy's, Inc. (NYSE:M) (Sachse, Peter R.)"
"Adams, Wendy",SA Recycling LLC - Director,"SA Recycling LLC (Dienst, Daniel W.)"
"Adamski , Tom","LEVEL Studios, Inc. - Former Chief Executive Officer, President and Director","The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Adamson, Allen P.",Landor Associates International Ltd. - Chairman of the North America Region for Brand Development and Brand Management,"NYC2012, Inc. (Stewart, Martha )"
"Adamson, Shawn ",Comcast Corporation - Vice President of Commercial Business Services -The Mile High Region,"Utah Technology Council (Hochhauser, Howard )"
"Addams, Jack E.",Hilltop Securities Inc. - Head of Public Finance,"Hilltop Securities Inc. (Peterson, Robert Wayne)"
"Addante, Frank ","Magnite, Inc. - Founder & Former Chairman","The Rubicon Project, Inc. (NYSE:RUBI) (Mohn, Jarl )"
"Addicks, Mark W.","The Advertising Council, Inc. - Director","The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Addoms, Benjamin ","Club Holdings, LLC - Co-Founder, Chief Mktg Officer, EVP - Sales & Mktg, Director and CEO of Shotzoom","Harris Insights & Analytics (Berman, Thomas D.)"
"Adelberg, Kenneth J.",A.C. Simmonds and Sons Inc. - Director,"Radial, Inc. (Ronning, Randy Steven)"
"Adelman, Robert J.",venBio LLC - Co-Founder & Managing Partner,"Aragon Pharmaceuticals, Inc. (Guthart, Leo A.), Seragon Pharmaceuticals Inc. (Guthart, Leo A.)"
"Adelson, Sheldon Gary","Las Vegas Sands Corp. - Founder, Chairman, Treasurer & CEO","Las Vegas Sands Corp. (NYSE:LVS) (Koppelman, Charles A.)"
"Aden, Allison ","Schweitzer-Mauduit International, Inc. - Former Executive VP of Finance","Schweitzer-Mauduit International, Inc. (NYSE:SWM) (Batkin, Alan R.)"
"Ader, Jason Nathaniel","MD Insider, Inc. - Executive Chairman","Las Vegas Sands Corp. (NYSE:LVS) (Koppelman, Charles A.)"
"Adkins, Derrick","NYC2012, Inc. - Director","NYC2012, Inc. (Stewart, Martha )"
"Adkins, J. Christopher","Alpha Appalachia Holdings, Inc. - Former Chief Operating Officer and Senior Vice President","Alpha Appalachia Holdings, Inc. (Gee, E. Gordon)"
"Adler Lundgren J.D., Tamara L.","Schnitzer Steel Industries, Inc. - Chairman, President & CEO","Ryder System, Inc. (NYSE:R) (Leinbach, Tracy Ann)"
"Adler M.D., Mark J.","WebMD, LLC - Director","WebMD Health Corp. (Doerr, L. John)"
"Adler, Edward I.",RLM Finsbury Limited - Partner,"NYC2012, Inc. (Stewart, Martha )"
"Adler, Kerry E.","SkyPower Limited - Chief Executive Officer, President and Director","Webhelp Inc. (Nichols, Wesley A.)"
"Adrey, Richard",Vacation Break U.S.A. Inc - Former Director,"Vacation Break U.S.A. Inc (Korn, Ronald J.)"
"Adsit Ph.D., Dennis",Intuit Inc. - Former Senior Vice President - Operations,"Intuit Inc. (NasdaqGS:INTU) (Doerr, L. John)"
"Advaithi, Revathi ",Flex Ltd. - CEO & Director,"Flex Ltd. (NasdaqGS:FLEX) (Greenthal, Jill A.)"
"Advani, Pritam M.",PCN Network Inc. - President and Chief Executive Officer,"TechRx Inc. (Henderson, William J.)"
"Aebischer, Patrick ",Novartis Venture Funds - Chairman and Member of Advisory Board,"Coursera, Inc. (Doerr, L. John)"
"af Ugglas, Margaretha","Becton, Dickinson and Company - Former Independent Director","Becton, Dickinson and Company (NYSE:BDX) (Anderson, Basil L.)"
"Affinito, Lilyan H.",Tambrands Inc. - Director,"Tambrands Inc. (Riley, Susan J.)"
"Africk, Andrew D.","Hughes Communications, Inc. - Director","Culligan International Company (Spielvogel, Carl )"
"Agarwal, Ajay ","Rave Wireless, Inc. - Former Managing Director and Director","INRIX, Inc. (Irvine, Diane M.)"
"Agarwal, Puneet ",True Ventures - Partner,"Urban Airship, Inc. (Nichols, Wesley A.)"
"Aggad, Omar A. ",Investcorp Holdings B.S.C. - Director,"Investcorp Bank B.S.C. (BAX:INVCORP) (Zecher, Linda K.)"
"Agon, Jean-Paul ",L'Oréal S.A. - Chairman & CEO,"L'Oréal S.A. (ENXTPA:OR) (Naughton, Eileen )"
"Agrawal, Abhishek","Vulcan Capital - MD, Head of Growth Equity & Late Stage and Director","Rue Gilt Groupe LP (Lyne, Susan M.), TrueCar, Inc. (NasdaqGS:TRUE) (Nichols, Wesley A.)"
"Agrawal, Raj K.",KKR & Co. Inc. - Partner & Global Head of Infrastructure,"Dollar General Corporation (NYSE:DG) (Gee, E. Gordon)"
"Agrawal, Rajesh K.",The Western Union Company - Chief Financial Officer,"The Western Union Company (NYSE:WU) (Greenberg, Jack M.)"
"Agudelo, Jill ",CrossCountry Consulting LLC - Director,"CrossCountry Consulting LLC (Kay, David B.)"
"Aguirre, Fernando G.",Chiquita Brands International Inc. - Consultant,"CVS Health Corporation (NYSE:CVS) (Verrecchia, Alfred Joseph)"
"Aguirre, Horacio","Florida Grand Opera, Inc. - Director Emeritus","Florida Grand Opera, Inc. (Korn, Ronald J.)"
"Agus, David B.","Applied Proteomics, Inc. - Co-Founder and Director","Navigenics, Inc. (Doerr, L. John)"
"Agut Bonsfills, Joaquím ","Cirsa Gaming Corporation, S.A. - Chief Executive Officer","Terra Networks, S.A. (Philip, Edward Michael)"
"Agwunobi, John O.",Herbalife Nutrition Ltd. - Chairman & CEO,"Magellan Health, Inc. (NasdaqGS:MGLN) (Moore, Darla Dee)"
"Aharon, Aharon","Camero, Inc. - Co-Founder","Zoran Corporation (Fuller, Dale L.)"
"Ahkong, Chuen Fah Alain",UTAC Holdings Ltd. - Independent Director,"Flex Ltd. (NasdaqGS:FLEX) (Greenthal, Jill A.)"
"Ahlstrom, Paul B.",ALTA Ventures Mexico - Managing Director,"Ancestry.com LLC (Hochhauser, Howard ), Motorola Solutions, Inc. (NYSE:MSI) (Singer, Bradley Eric), Utah Technology Council (Hochhauser, Howard )"
"Ahluwalia, Virender K.",Singularity Education Group - Former Executive Vice President of Finance,"Shutterfly, Inc. (NasdaqGS:SFLY) (Zeisser, Michael P.)"
"Ahmad, Fuad ","Telenav, Inc. - Former Interim CFO & Principal Accounting Officer","Quantum Corporation (OTCPK:QMCO) (Fuller, Dale L.)"
"Ahmad, Iftikhar",Rhode Island Airport Corp - Chief Executive Officer and President,"Rhode Island Airport Corp (Thomas, Deborah M.)"
"Ahmad-Taylor, Tyrone ","GoPro, Inc. - Independent Director","GoPro, Inc. (NasdaqGS:GPRO) (Lyne, Susan M.)"
"Ahmed CPA, Sonita","Good Technology, Inc. - Former Chief Financial Officer","Good Technology, Inc. (Doerr, L. John)"
"Ahmed, Nabeel","Wanderful Media, LLC - Former Chief Financial Officer","Wanderful Media, LLC (Fradin, Russell)"
"Ahuja, Sanjiv ",Apollo Towers Myanmar Ltd. - Founder and Chairman,"Leidos Holdings, Inc. (NYSE:LDOS) (Malone, Claudine Berkeley), Vodafone Group Plc (LSE:VOD) (Davis, Crispin Henry Lamert)"
"Ahuja, Sundeep","Blissmo, Inc. - Founder and Chief Executive Officer","RichRelevance, Inc. (Fradin, Russell)"
"Aidinoff, Merton Bernard","AIG Aviation, Inc. - Director","American International Group, Inc. (NYSE:AIG) (Martinez, Arthur C.)"
"Aiello Jr., Albert ",Lendlease Group - Former Chief Information Officer and Director,"Novell, Inc. (Malone, Claudine Berkeley)"
"Aiello, Paul ",CA Media LP - Co-Founder and Group Chief Executive Officer,"STAR Group Limited (Chang, Gareth C. C.)"
"Aiken Jr., Robert B.","Essendant Inc. - Former CEO, President & Director","Essendant Inc. (Riley, Susan J.)"
"Aiken, Jason W.",CSRA Inc. - VP & Director,"Gulfstream Aerospace Corporation (Beers, Charlotte L.)"
"Aiken, Philip ",AVEVA Group plc - Independent Non-Executive Chairman,"National Grid USA (Smyth, Margaret M.)"
"Aiken, Tracey ","RELX PLC - Vice President of Operations, Insurance Data Solutions & Lexisnexis Risk Solutions","RELX PLC (LSE:REL) (Davis, Crispin Henry Lamert)"
"Ailes, Roger ","Fox Entertainment Group, LLC - Chairman of the Fox News Channel and CEO of Fox News Channel","Twenty-First Century Fox, Inc. (NasdaqGS:FOXA) (Chang, Gareth C. C.), Twenty-First Century Fox, Inc. (NasdaqGS:FOXA) (Ubben, Jeffrey Williams)"
"Ainoa, Cheryl ","Move, Inc. - Former Director","Move, Inc. (Doerr, L. John), Move, Inc. (Laybourne, Geraldine B.)"
"Ainslie III, Lee S.","Maverick Capital, Ltd. - Founder, Managing Partner & CEO","The Partnership for New York City, Inc. (Laybourne, Geraldine B.)"
"Airington, Everett","Teladoc Health, Inc. - Former Member of Advisory Board","Teladoc Health, Inc. (NYSE:TDOC) (Goldstein, Michael )"
"Aitken, Andrew ","Olliance Group, LLC - Former Founder, Managing Partner, Senior Partner and General Manager","Krugle Inc. (Fuller, Dale L.), Software Development Forum (Winblad, Ann L.)"
"Aiu, Rene G.","iMedia Brands, Inc. - Former President & CEO","EVINE Live Inc. (NasdaqGS:EVLV) (Ronning, Randy Steven)"
"Aizen, Jonathan","Amitree, Inc. - Founder & CEO","Dapper, Inc. (Golden, Bruce )"
"Ajdler, Arnaud","Engine Capital Management, LP - Founder & Managing Partner","Charming Shoppes Inc. (Goldstein, Michael ), The Topps Company, Inc. (Mueller, John P.)"
"Akasapu, Vijay","Mandiant, LLC - Former Director","Mandiant, LLC (Wesley, Melvin F.)"
"Akdag, Menderes ","PetMed Express, Inc. - CEO, President & Director","PetMed Express, Inc. (NasdaqGS:PETS) (Fulgoni, Gian M.), PetMed Express, Inc. (NasdaqGS:PETS) (Korn, Ronald J.)"
"Akers, John F.",International Business Machines Corporation - Former Chief Executive Officer,"PepsiCo, Inc. (NasdaqGS:PEP) (Martinez, Arthur C.), The New York Times Company (NYSE:NYT) (Follo, James M.)"
"Akerson, Daniel Francis",KLDiscovery Inc. - Former Chairman,"MultiPlan, Inc. (Goldstein, Michael )"
"Akgün, Ugur ","CRA International, Inc. - Former Director","CRA International, Inc. (NasdaqGS:CRAI) (Anderson, Basil L.)"
"Akhavan, Hamid ",Long Arc Capital LP - Former Partner,"Vonage Holdings Corp. (NYSE:VG) (Smyth, Margaret M.)"
"Akselrad, Harold","Home Box Office, Inc. - Former Co-President and General Counsel","Home Box Office, Inc. (Biondi, Frank J.)"
"Al Ghurair, Majid Saif Ahmed",Al Ghurair Iron & Steel LLC - Chairman and Chief Executive Officer of Al Ghurair Group of Companies,"Investcorp Bank B.S.C. (BAX:INVCORP) (Zecher, Linda K.)"
"Al Gurg, Easa Saleh",National Bank of Fujairah PJSC - Former Non-Executive Deputy Chairman,"Investcorp Bank B.S.C. (BAX:INVCORP) (Zecher, Linda K.)"
"Al Mannai, Ahmed Abdullah",Investcorp Holdings B.S.C. - Director,"Investcorp Bank B.S.C. (BAX:INVCORP) (Zecher, Linda K.)"
"Al Mazrui, Abdullah Mohamed",Aramex PJSC - Former Independent Chairman,"Investcorp Bank B.S.C. (BAX:INVCORP) (Zecher, Linda K.), The Dun & Bradstreet Corporation (Peirez, Joshua L.), The Dun & Bradstreet Corporation (Seligman, Naomi O.)"
"Al Muhairi, Waleed Ahmed Salem Al Mokarrab","Mamoura Diversified Global Holding PJSC - Deputy Group CEO, COO, CEO of Alternative Investments & Infrastructure","Investcorp Bank B.S.C. (BAX:INVCORP) (Zecher, Linda K.)"
"Al Saie, Hisham Saleh Ahmed",Global Banking Corporation B.S.C. (Closed) - Former Non-Executive Chairman,"Investcorp Bank B.S.C. (BAX:INVCORP) (Zecher, Linda K.)"
"Al Sayed, Mohamed Abdel Kade","Channel One, LLC - Senior Vice President of Finance","Channel One, LLC (Laybourne, Geraldine B.)"
"Al-Abdullah, Rania ",International Rescue Committee - Director,"International Rescue Committee (Batkin, Alan R.)"
"Alarcón Jr., Raúl ","Spanish Broadcasting System, Inc. - Chairman, President & CEO","NYC2012, Inc. (Stewart, Martha )"
"Alarcon, Mauricio ","Nestlé Nigeria Plc - MD, CEO & Director","Nestlé Nigeria Plc (NGSE:NESTLE) (Oliver Garrett, Michael William)"
"Al-Ateeqi, Abdul-Rahman Salim",SIPCO Holdings Limited - Director,"Investcorp Bank B.S.C. (BAX:INVCORP) (Zecher, Linda K.)"
"Alber, Laura J.","Williams-Sonoma, Inc. - President, CEO & Director","RealD Inc. (Biondi, Frank J.)"
"Alberg, Tom A.","Madrona Venture Group, LLC - Co Founder, MD, Managing Partner & Principal","Amazon.com, Inc. (NasdaqGS:AMZN) (Doerr, L. John), Madrona Venture Group, LLC (Cochran, Hope F.)"
"Albergo, Margaret","CSC Holdings, LLC - Former Executive Vice President of Planning and Operations","CSC Holdings, LLC (Biondi, Frank J.)"
"Albert Jr., Paul M.","SpectraSite, Inc. - Former Director","American Tower Corporation (REIT) (NYSE:AMT) (Singer, Bradley Eric)"
"Albert, J. D.","SRS Energy, Inc. - Chief Executive Officer","E Ink Corporation (Bronfin, Kenneth A.)"
"Albert, Philip J.",Heartware International Inc. - Vice President and Director,"Covidien plc (Connors, John M.)"
"Albertian, Edward","Streamline.com, Inc. - President, Chief Operating Officer and Director","City Sports, Inc. (Philip, Edward Michael)"
"Albertini, William O.",Verizon Communications Inc. - Former Chief Financial Officer and Director,"Charming Shoppes Inc. (Goldstein, Michael )"
"Alberts, William W.","Marakon Associates, Inc. - Former Co-Founder and Partner","Marakon Associates, Inc. (Martinez, Arthur C.)"
"Albrecht CFA, Thomas Stephen","Celadon Group, Inc. - Executive VP and Chief Commercial & Strategy Officer","Forward Air Corporation (NasdaqGS:FWRD) (Leinbach, Tracy Ann)"
"Albrecht, Christopher P.",HBO Entertainment - Chief Executive Officer and Chairman,"Home Box Office, Inc. (Biondi, Frank J.), Starz (Lyne, Susan M.), The Creative Coalition Inc. (Laybourne, Geraldine B.)"
"Albrecht, Hans Holger",Deezer S.A. - Chairman of the Board & Global CEO,"Central European Media Enterprises Ltd. (NasdaqGS:CETV) (Turner, Kelli )"
"Albright, John L.",Shoplogix Inc. - Director,"FUN Technologies Inc. (Zeisser, Michael P.)"
"Albright, Lars ","SessionM, Inc. - Co-Founder, CEO & Director","SessionM, Inc. (Kenny, David W.)"
"Albright, Madeleine K.",Albright Stonebridge Group LLC - Chair,"Albright Stonebridge Group LLC (Segal, Eli J.)"
"Albutt, Graham ","Antenna Software, Inc. - Director","Antenna Volantis Limited (Golden, Bruce )"
"Alby, Stéphane Nicolas Jean Marie",Nestlé (Malaysia) Berhad - Former Executive Director of Finance & Controll and Executive Director,"Nestlé (Malaysia) Berhad (KLSE:NESTLE) (Oliver Garrett, Michael William)"
"Alcantara, Tomas I.","Alsons Consolidated Resources, Inc. - Chairman & President","PhilWeb Corporation (PSE:WEB) (Batkin, Alan R.)"
"Alcid, Crisanto Roy B.","Araneta Properties, Inc. - President & Director","PhilWeb Corporation (PSE:WEB) (Batkin, Alan R.)"
"Alda, Alan",The Paley Center for Media - Trustee Emeritus,"The Paley Center for Media (Biondi, Frank J.)"
"Alden, John W.",Silgan Holdings Inc. - Former Independent Director,"The Dun & Bradstreet Corporation (Peirez, Joshua L.), The Dun & Bradstreet Corporation (Seligman, Naomi O.)"
"Alderman, John ",Slate Magazine - Former General Manager of Group and Publisher,"Interactive Advertising Bureau, Inc. (Millard, Wenda Harris), Interactive Advertising Bureau, Inc. (Wiener, Bryan J.)"
"Alderman, Nancy","Environmental Defense Fund, Inc. - Advisory Trustee","Environmental Defense Fund, Inc. (Rosenwald, E. John)"
"Alderton, Susan E.","Ziff Davis, LLC - Director and Director of Ziff Davis Holdings Inc.","Ziff Davis, LLC (Millard, Wenda Harris)"
"Aldrich, Steven ",GoDaddy Inc. - Former Chief Product Officer,"Blucora, Inc. (NasdaqGS:BCOR) (Walters, Christopher W.)"
"Aldrin Ph.D., Edwin","Principal Solar, Inc. - Member of Advisory Board","Teladoc Health, Inc. (NYSE:TDOC) (Goldstein, Michael )"
"Al-Ebraheem, Yousif Hamad",Investcorp Holdings B.S.C. - Chairman of the Board of Directors,"Investcorp Bank B.S.C. (BAX:INVCORP) (Zecher, Linda K.)"
"Aledort M.D., David E.",Mount Sinai Beth Israel - Director of Pathology & Laboratory Medicine - Kings Highway and Member of Medical Board,"Mount Sinai Beth Israel (Batkin, Alan R.)"
"Alemany, Ellen R.",CIT Group Inc. - Chairwoman & CEO,"CIT Group Inc. (NYSE:CIT) (Lyne, Susan M.), Citizens Bank, National Association (Segal, Eli J.)"
"Alesio, Steven W.","Vector-Solutions.com, Inc. - Director","Insperity, Inc. (NYSE:NSP) (McKenna-Doyle, Michelle Robinette), The Dun & Bradstreet Corporation (Peirez, Joshua L.), The Dun & Bradstreet Corporation (Seligman, Naomi O.), Yahoo! Search Marketing Solutions (Biondi, Frank J.)"
"Alessandrini, Walter ","Oclaro (North America), Inc. - Former Director","The Trelys Funds (Moore, Darla Dee)"
"Alexander CBE, Helen ",UBM plc - Former Chairman,"Rolls-Royce Holdings plc (LSE:RR.) (Singer, Bradley Eric), Rolls-Royce plc (Singer, Bradley Eric)"
