Joseph Saul Steinberg > Jefferies Financial Group Inc. (NYSE:JEF) > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors),,
,,
1st Degree Table: 329 Connections,,
"Neikrug, Avraham M.","Crimson Wine Group, Ltd. - Independent Director","Crimson Wine Group, Ltd. (OTCPK:CWGL)"
"Nichols III, Jesse Clyde","Jordan Industries International, LLC - Director","Jefferies Financial Group Inc. (NYSE:JEF), Jordan Industries International, LLC"
"Nicholson, George Carl","NZCH Corporation - Senior VP, Chief Accounting Officer, CFO & Director","Fidelity & Guaranty Life Insurance Company, NZCH Corporation, Spectrum Brands Holdings, Inc. (NYSE:SPB)"
"Nicoll FCII, Sheila E.",Argus Group Holdings Limited - Chairman of the Board,"Olympus Re Insurance Company, Ltd."
"Nittoli, Rocco Joseph",Jefferies Financial Group Inc. - VP & Chief Compliance Officer,"Allcity Insurance Company, Empire Insurance Company"
"O’Connor, Jeff ",HomeFed LLC - Director of Operations,HomeFed Corporation (OTCPK:HOFD)
"O’Kane, Michael T.",Assured Guaranty Ltd. - Independent Director,"Jefferies Financial Group Inc. (NYSE:JEF), Jefferies Group LLC"
"O'Brien, Morgan E.",Cyren Call Communications Corp. - Co-Founder & Chairman,WilTel Communications Group Inc.
"O'Hagan, William D.","Mueller Industries, Inc. - Former Chief Executive Officer, President and Executive Director","Mueller Industries, Inc. (NYSE:MLI)"
"Olson, Frank A.",Warnaco Group Inc. - Director,"White Mountains Insurance Group, Ltd. (NYSE:WTM)"
"Ondrula, Lisa M.","Jordan Industries International, LLC - Chief Financial Officer, Senior Vice President of Finance and Assistant Secretary","Jordan Industries International, LLC"
"Orlando, Joseph Anthony","Limestone Merger Sub, LLC - President","Allcity Insurance Company, Empire Insurance Company, Jefferies Financial Group Inc. (NYSE:JEF)"
"O'Shaughnessy, John P.",Fidelity & Guaranty Life Insurance Company - Former Senior VP & Chief Actuary,Fidelity & Guaranty Life Insurance Company
"Papamichael, Michael Andrew",Empire Insurance Company - Former Director,Empire Insurance Company
"Paquette, Michael Scott","Employers Holdings, Inc. - Executive VP & CFO","White Mountains Insurance Group, Ltd. (NYSE:WTM)"
"Parker Jr., Bruce Gilbert","Pan-American Assurance Company - Chairman, President & CEO",Fidelity & Guaranty Life Insurance Company
"Pearce, Stephen Thomas",Anglo American plc - Finance Director & Executive Director,Fortescue Metals Group Limited (ASX:FMG)
"Pearce, Stephen W.","Wildflower Brands Inc. - CFO, Corporate Secretary & Director",Fortescue Metals Group Limited (ASX:FMG)
"Pélisson, Gilles Christian Gérard",Télévision Française 1 Société anonyme - Chairman & CEO,Jefferies Group LLC
"Pellegrino, Philip F.","Spectrum Brands Legacy, Inc. - Former Executive Vice President of Global Sales","Spectrum Brands Legacy, Inc."
"Perrott, Michael D.",Fortescue Metals Group Limited - Former Director,Fortescue Metals Group Limited (ASX:FMG)
"Phelps II, John Alden",Fidelity & Guaranty Life Insurance Company - Executive VP & Chief Distribution Officer,Fidelity & Guaranty Life Insurance Company
"Polistina, Terry L.","Spectrum Brands Legacy, Inc. - Director","SB/RH Holdings, LLC, Spectrum Brands Holdings, Inc. (NYSE:SPB), Spectrum Brands Legacy, Inc."
"Power, Neville Joseph",Perth Airport Pty Ltd - Former Chairman of the Board,Fortescue Metals Group Limited (ASX:FMG)
"Powers, Lori M.","Empire Insurance Company - VP, Secretary & Compliance Officer",Empire Insurance Company
"Pyle, Judith D.","Spectrum Brands Legacy, Inc. - Former Vice Chairperson and Senior Vice President of Corporate Marketing","Spectrum Brands Legacy, Inc."
"Quella, James Andrew","The Blackstone Group, Private Equity Group",Fidelity & Guaranty Life Insurance Company
"Quillé, Nicolas Michel Eric","Crimson Wine Group, Ltd. - Chief Winemaking & Operations Officer","Crimson Wine Group, Ltd. (OTCPK:CWGL)"
"Quinn, Thomas H.","Welcome Home, LLC - Former Chairman and CEO","Jordan Industries International, LLC"
"Raby, Geoffrey William",Wiseway Group Limited - Former Independent Non-Executive Chairman,Fortescue Metals Group Limited (ASX:FMG)
"Reese, Stuart Harry",Jefferies Financial Group Inc. - Independent Director,"Jefferies Financial Group Inc. (NYSE:JEF), Jefferies Group LLC"
"Reid, David Edward",Intertek Group plc - Independent Non-Executive Chairman,Jefferies Group LLC
"Repasy, Christine Hayer","White Mountains Advisors, LLC - General Counsel",Empire Insurance Company
"Ressner, Michael P.","Tekelec, Inc. - Director",WilTel Communications Group Inc.
"Rigoll, Antony",Fortescue Metals Group Limited - Former Director,Fortescue Metals Group Limited (ASX:FMG)
"Ritchie, James J.",BrightSphere Investment Group Inc. - Former Executive Chairman,"White Mountains Insurance Group, Ltd. (NYSE:WTM)"
"Rivera, Carmen M.",Allcity Insurance Company - Former Senior VP,Allcity Insurance Company
"Robinson III, James D.","RRE Ventures LLC - Co-Founder, Founding General Partner, General Partner and Managing Partner",Jefferies Group LLC
"Roger, Robin ",Engineers Gate Manager LP - Former General Counsel,"Fidelity & Guaranty Life, Fidelity & Guaranty Life Insurance Company, Spectrum Brands Holdings, Inc. (NYSE:SPB), Spectrum Brands Legacy, Inc."
"Rollins, Colby A.","Crimson Wine Group, Ltd. - Independent Director","Crimson Wine Group, Ltd. (OTCPK:CWGL)"
"Ross, Richard A.",The FINOVA Group Inc. - Former Senior VP & CFO,"The FINOVA Group, Inc."
"Roth, Andrew Jonathon","Wright Specialty Insurance Company, LLC - Director",Empire Insurance Company
"Rountree, George Manning","White Mountains Insurance Group, Ltd. - CEO & Director","White Mountains Insurance Group, Ltd. (NYSE:WTM)"
"Rouvé, Andreas ","SB/RH Holdings, LLC - Chief Executive Officer and Director","SB/RH Holdings, LLC, Spectrum Brands Legacy, Inc."
"Rovit, Hugh R.",Sure Fit Inc. - Former Chief Executive Officer,"SB/RH Holdings, LLC, Spectrum Brands Holdings, Inc. (NYSE:SPB), Spectrum Brands Legacy, Inc."
"Rowley, William Graeme",Fortescue Metals Group Limited - Former Non Executive Director,Fortescue Metals Group Limited (ASX:FMG)
"Ruch, Joshua ","Clean Urban Energy, Inc. - Advisor and Board Member","Olympus Re Insurance Company, Ltd."
"Ruhe, Erin N.",HomeFed LLC - Chief Operating Officer,HomeFed Corporation (OTCPK:HOFD)
"Sanfilippo, Anthony Mark","Tradetech Securities, LP - President & Chief Executive Officer",Jefferies Group LLC
"Sanzone, Thomas Joseph",New BKH Corp. - Chief Executive Officer,Fidelity & Guaranty Life Insurance Company
"Schenk, Joseph Arthur","ConvergEx Holdings, LLC - Member of Management Board",Jefferies Group LLC
"Schmitz, Clarence T.","Companyfinance.com, Inc. - Chairman",Jefferies Group LLC
"Schoen J.D., Scott A.","Thomas H. Lee Partners, L.P. - Former Senior Advisor","Spectrum Brands Legacy, Inc."
"Schubert, Scott E.",Diamond Cable Communications Limited - Director and Chief Financial Officer of NTL,WilTel Communications Group Inc.
"Schuler, Francesca H.","In-Shape Health Clubs, Inc. - Chief Operations Officer","Crimson Wine Group, Ltd. (OTCPK:CWGL)"
"Scrimshaw AASA, Russell John",Arete Capital Partners - Senior Advisor,Fortescue Metals Group Limited (ASX:FMG)
"Scruggs Jr.  , H. E.",Huntsman Financial Corporation - Chief Executive Officer and President,"Allcity Insurance Company, MK Resources LLC"
"Scruggs, Herbert Eugene",The Cynosure Group - Managing Partner & MD,"Empire Insurance Company, Fortescue Metals Group Limited (ASX:FMG)"
"Semple, Frank M.","MarkWest Hydrocarbon, Inc. - CEO, President & Director",WilTel Communications Group Inc.
"Sena, Michael J.","HC2 Holdings, Inc. - Chief Financial Officer",NZCH Corporation
"Shaw Jr., John C.",Jefferies Group LLC - Former President & COO,Jefferies Group LLC
"Shepherd, Thomas R.","TSG Equity Partners LLC - Former Co-Founder, Principal and Chairman","Spectrum Brands Legacy, Inc."
"Shriver III  , Robert S.",Consolidated Cigar Hldngs - Former Director,MK Resources LLC
"Siegert, Marvin G.","The Pyle Group, LLC - President and Chief Operating Officer","Spectrum Brands Legacy, Inc."
"Smith Jr., Warren C.",Staley Capital Management LLC - Managing Partner,"Spectrum Brands Legacy, Inc."
"Smith, Kenneth R.",The FINOVA Group Inc. - Former Director,"The FINOVA Group, Inc."
"Smith, Lowndes Andrew","White Mountains Insurance Group, Ltd. - Former Independent Director","White Mountains Insurance Group, Ltd. (NYSE:WTM)"
"Sorkin, Michael","Liquent, Inc. - Director",Jefferies Financial Group Inc. (NYSE:JEF)
"Spielberger, Thomas C.","Gaslight Equity Group, LLC - Co-Founder and Partner","Jordan Industries International, LLC"
"Steemson, Gregory Hugh",Nord Pacific Ltd. - Chairman,Fortescue Metals Group Limited (ASX:FMG)
"Steward, Randall J.",Quidel Corporation - Chief Financial Officer,"Spectrum Brands Legacy, Inc."
"Stewart, Daniel G.",Allcity Insurance Company - Former Director,Allcity Insurance Company
"Storey, Jeffrey K.","CenturyLink, Inc. - President, CEO & Director",WilTel Communications Group Inc.
"Stout, Harry N.","Alternative Brokerage, LLC - Director",Fidelity & Guaranty Life Insurance Company
"Syrjamaki, Maxine",Jefferies Group LLC - Former Controller,Jefferies Group LLC
"Tanner, David Allen",Arlon Group LLC - Former Managing Director,"White Mountains Insurance Group, Ltd. (NYSE:WTM)"
"Tashlik, Stuart A.",The FINOVA Group Inc. - Former Senior VP & CFO,"The FINOVA Group, Inc."
"Terelmes, Michael Raymond","Wright Specialty Insurance Company, LLC - Senior VP, Treasurer, CFO & Director",Empire Insurance Company
"Thomas, Barbara Susan",The Dial Corporation - Director,"Spectrum Brands Legacy, Inc."
"Thompson, H. Brian","GTT Communications, Inc. - Founder & Executive Chairman",WilTel Communications Group Inc.
"Thorstensson, Göran Ake",Star Re Ltd - Director,"White Mountains Insurance Group, Ltd. (NYSE:WTM)"
"Tierney, Luanne Dupere","Crimson Wine Group, Ltd. - Independent Director","Crimson Wine Group, Ltd. (OTCPK:CWGL)"
"Toll, Gordon Leonard",Grange Resources (Tasmania) Pty Ltd - Chairman,Fortescue Metals Group Limited (ASX:FMG)
"Tolman, Gary Charles",Esurance Insurance Company of New Jersey - Former President & CEO,"White Mountains Insurance Group, Ltd. (NYSE:WTM)"
"Toppi, Robert V.","Allcity Insurance Company - Former Director, President & CEO",Allcity Insurance Company
"Tringali, Donald J.",Paragon Space Development Corporation - Director,Fidelity & Guaranty Life
"Tweedie, Lemuel John Hamilton","MetLife, Inc. - Former Senior Executive Vice President","Fidelity & Guaranty Life, Fidelity & Guaranty Life Insurance Company"
"Varvaris, John","Best Doctors, Inc. - Former President",Fidelity & Guaranty Life Insurance Company
"Vigneau, Dennis Robert",Fidelity & Guaranty Life Insurance Company - Former Executive VP & CFO,"Fidelity & Guaranty Life, Fidelity & Guaranty Life Insurance Company"
"Wagoner Jr., G. Richard","Serpentini Chevrolet, Inc. - Chairman of General Motors and Chief Executive Officer of General Motors",Jefferies Group LLC
"Walsh, Timothy Martin","Downtown Properties Holdings, LLC - President and Chief Operating Officer",Fidelity & Guaranty Life Insurance Company
"Warburton, Sharon Lee",Multiplex Pty Ltd - Executive Director of Strategy,Fortescue Metals Group Limited (ASX:FMG)
"Ward, Barry Gordon","Security Benefit Life Insurance Company - Senior VP, CFO, Chief Risk Officer, Treasurer & Director","Fidelity & Guaranty Life, Fidelity & Guaranty Life Insurance Company"
"Wasserman, Walter Neal",Empire Insurance Company - President & CEO,Empire Insurance Company
"Waters, Allan Lewis","Sirius International Group, Ltd. - Former President, CEO & Chairman","White Mountains Insurance Group, Ltd. (NYSE:WTM)"
"Watling, Alan Stephen",African Minerals Limited - Former Chief Executive Officer,Fortescue Metals Group Limited (ASX:FMG)
"Wells, Ian ",Fortescue Metals Group Limited - Chief Financial Officer,Fortescue Metals Group Limited (ASX:FMG)
"Wheeler, Justin R.",Berkadia Commercial Mortgage LLC - Chief Executive Officer,Jefferies Financial Group Inc. (NYSE:JEF)
"White, Thomas G.",MK Resources LLC - Former Manager of Operations,MK Resources LLC
"Whitenack, Douglas Martin","Empire Insurance Company - Former President, Treasurer & CEO","Allcity Insurance Company, Empire Insurance Company"
"Whittaker, Andrew R.",Jefferies LLC - Vice Chairman,"Spectrum Brands Holdings, Inc. (NYSE:SPB)"
"Williams, Craig D.","Crimson Wine Group, Ltd. - Director","Crimson Wine Group, Ltd. (OTCPK:CWGL)"
"Williams, Thomas Arthur","Nassau Life Insurance Company - VP, CFO, Treasurer & Director","Fidelity & Guaranty Life, Fidelity & Guaranty Life Insurance Company, NZCH Corporation, Spectrum Brands Holdings, Inc. (NYSE:SPB)"
"Wise, Harry Haven",Family Office Private Advisors LLC - Member of Advisory Council,Allcity Insurance Company
"Woodall, David G.",Superior Lake Resources Limited - Former Chief Executive Officer,Fortescue Metals Group Limited (ASX:FMG)
"Xiaowei, Li",Fortescue Metals Group Limited - Former Non-Executive Director,Fortescue Metals Group Limited (ASX:FMG)
"Young, Wendy Jane Bitner",Fidelity & Guaranty Life Insurance Company - Executive VP & Chief Risk Officer,Fidelity & Guaranty Life Insurance Company
"Zalaznick, David W.","Children's Leisure Products LLC - Chief Executive Officer, Chairman and Manager","Jordan Industries International, LLC"
"Zankel, Arthur",Carnegie Hall Corporation - Former Vice Chairman,"White Mountains Insurance Group, Ltd. (NYSE:WTM)"
"Zargar, Ehsan ","Spectrum Brands Holdings, Inc. - Executive VP, General Counsel & Corporate Secretary","Spectrum Brands Legacy, Inc."
,,
"2nd Degree Table: 24,732 Connections",,
Person,Primary Company,Connection to 1st Degree
"A. Alli, Andrew Folorunso",CDC Group plc - Non-Executive Director,"CDC Group plc (Gilbert, Steven J.)"
"A. Mejia, Jose ",Univa Capital - Independent External Technology Sourcing and Operations Consultant and Chairman,"Hill-Rom Holdings, Inc. (NYSE:HRC) (Davis, Eugene Irwin)"
"Aaron, Mark L.",Tiffany & Co. - Former Vice President of Investor Relations,"New York City Investment Fund Manager, Inc. (Ruch, Joshua )"
"Aaseby, Joel","AmeriKing, Inc. - Chief Financial Officer","AmeriKing, Inc. (Zalaznick, David W.)"
"Abajian, Theodore ","CKE Restaurants Holdings, Inc. - Chief Financial Officer and Executive Vice President","Checkers Drive-In Restaurants, Inc. (Foley, William Patrick), CKE Restaurants Holdings, Inc. (Foley, William Patrick), Santa Barbara Restaurant Group, Inc. (Foley, William Patrick)"
"Abate, René Y.",LFB S.A. - Director,"Atos SE (ENXTPA:ATO) (Bourigeaud, Bernard André Joseph)"
"Abbate, Anthony S.","Kirby Offshore Marine, LLC - Director of K-Sea General Partner GP LLC","K-Sea General Partner GP LLC (Alperin, Barry J.), K-Sea General Partner GP LLC (Friedman, Brian Paul), K-Sea GP Holdings LP (Alperin, Barry J.), K-Sea GP Holdings LP (Friedman, Brian Paul), Kirby Offshore Marine, LLC (Alperin, Barry J.) and 1 Other Connection"
"Abbinante, Christopher ",Fidelity National Financial Inc. - Former Co-chief Operating Officer and Executive Vice President,"Fidelity National Financial Inc., Prior to its Reorganization (Foley, William Patrick), Fidelity National Financial Inc., Prior to its Reorganization (Massey, Richard Nelson)"
"Abbott III, Frank H.","Franklin Resources, Inc. - Former Trustee of Trust","Franklin Investors Securities Trust - Franklin Floating Rate Daily Access Fund (MutualFund:FDAA.X) (Holiday, Edith E.), Franklin Investors Securities Trust - Franklin Floating Rate Daily Access Fund (MutualFund:FDAA.X) (MacKlin, Gordon S.), Franklin Limited Duration Income Trust (AMEX:FTF) (Holiday, Edith E.), Franklin Limited Duration Income Trust (AMEX:FTF) (MacKlin, Gordon S.), Franklin Limited Duration Income Trust (AMEX:FTF) (Olson, Frank A.) and 12 Other Connections"
"Abbott Jr., Joseph P.",Houghton Mifflin Harcourt Company - Executive VP & CFO,"Houghton Mifflin Harcourt Publishing Company (Brizius, Charles A.), Houghton Mifflin Harcourt Publishing Company (Goldstein, Michael ), Houghton Mifflin Harcourt Publishing Company (Quella, James Andrew)"
"Abbott, James A.",MGIC Investment Corporation - Former Director,"MGIC Investment Corporation (NYSE:MTG) (Lubar, Sheldon Bernard)"
"Abbott, Swati Bargotra","Health Intelligence Company, LLC - President & CEO","Magellan Health, Inc. (NasdaqGS:MGLN) (Diament, Michael S.), Magellan Health, Inc. (NasdaqGS:MGLN) (Ressner, Michael P.)"
"Abbrecht, Todd M.","Thomas H. Lee Partners, L.P. - Managing Director & Head of Private Equity","Hilltop Holdings Inc. (Schoen, Scott A.), Hilltop Holdings Inc. (NYSE:HTH) (Schoen, Scott A.), Party City Holdco Inc. (NYSE:PRTY) (Matthews, Norman S.), Party City Holdings Inc. (Matthews, Norman S.), PC Nextco Holdings, LLC (Matthews, Norman S.) and 6 Other Connections"
"Abbruzzese Sr., Jared E.","CS Wireless Systems, Inc. - Chairman of the Board and Chief Executive Officer","Ligado Networks, LLC (Clark, Lawrence M.), Ligado Networks, LLC (Falcone, Philip Alan), Ligado Networks, LLC (Hladek, Keith Michael), Ligado Networks, LLC (Jenson, Peter Athol), Ligado Networks, LLC (McKnight, Andrew A.) and 2 Other Connections"
"Abdel-Meguid, Tarek F.",Perella Weinberg Partners Capital Management LP - Founding Partner and Head of Asset Management,"Perella Weinberg Partners LP (Fulvio, Gennaro John)"
"Abdelnour, Gaby A.","Bain Capital, LP - Senior Adviser","JPMorgan Chase & Co. (NYSE:JPM) (Liu, Sherry )"
